-5.060739086910299722e-01,6.171713897372471669e-01,4.504503488148617861e-03,-7.218464517915081438e-03,-6.024253296885073716e-01
1.866020580490640457e-01,-6.298919425134231753e-01,6.630771601194395126e-01,2.443108977956982841e-01,2.627863726198889083e-01
-4.451576736226633968e-01,4.064657022339522863e-01,6.785677454321527025e-01,1.412394021456168658e-01,-3.952436269732785834e-01
2.736033058427246312e-01,-1.238484215107099606e-01,7.420628613470278134e-01,3.735447477796623866e-02,5.981221886410519328e-01
-3.552258096620156125e-01,8.761756374944135173e-01,-2.405457060995795995e-02,-1.681384809840442141e-01,-2.779958727326218293e-01
4.845386336334958077e-01,-2.504130796163147044e-01,3.058220678623178590e-01,-7.005270353160893138e-02,7.772265330069390021e-01
-3.352955734308684654e-01,-1.754841504412893438e-01,7.758997747286467961e-01,3.180650445543966032e-01,-3.919137129397348152e-01
3.467189084526978160e-01,4.831624211912500244e-01,-3.236090925419336517e-01,-3.672919945205362358e-01,6.377411851647122321e-01
5.168595774220418049e-01,-2.147427369872803860e-01,-5.007341581863057334e-01,-2.143964172945593827e-01,6.245327959483225611e-01
5.215745177195671989e-01,-2.357292669945467156e-01,-4.830656095181482534e-01,-2.062684835852136300e-01,6.296766350501905585e-01
-5.496081468069636822e-01,2.906296082691266491e-01,6.582418990485021382e-02,1.374128686040072267e-01,-7.682774208097858937e-01
-4.667318989302720600e-01,-1.494737310638476757e-01,4.356251516250835287e-01,3.145150540149010965e-01,-6.863890633688898291e-01
-4.606443602724057951e-01,1.866756803075416693e-01,6.745487130928013997e-01,2.261327535113142051e-01,-4.967967141449097790e-01
-4.990154719095866720e-01,1.080572914536606227e-01,5.375997388705701097e-01,2.505629713824643612e-01,-6.225045370893583785e-01
-4.259021546432820715e-01,6.545510154425453475e-01,5.377937202002990302e-01,2.342991810017543489e-02,-3.168584483713259292e-01
3.817825051513716872e-01,-7.258002940392053182e-01,-5.258897137199298744e-01,2.253705304636650225e-02,2.244730321809311757e-01
1.501990540410904074e-01,7.540347796837288952e-01,-2.982570874487904256e-01,-3.778550383611251062e-01,4.208801194688928105e-01
1.101533602853930482e-01,7.600320302722678445e-01,-3.969679125661793595e-01,-3.775189783249195408e-01,3.318334636160284457e-01
3.283875595306781636e-01,1.885001247027070781e-01,-7.786094387753509372e-01,-3.202176281427726035e-01,3.845222050923711166e-01
-3.270929932480586833e-01,5.692954181840350625e-01,-5.605274268491357015e-01,-1.482113628241652770e-01,-4.824471953306185834e-01
-1.277070902969918986e-01,8.873263489967686546e-01,-3.154657615563291606e-01,-3.108451838029687719e-01,1.412354261947590221e-02
-6.313971702002228736e-02,-8.618263013494856239e-02,-9.164525558359575275e-01,-7.631520833088334399e-02,-3.779902542087681949e-01
-4.240202447266510077e-01,1.655205710356981164e-01,-4.716930556944514130e-01,5.073495530636085854e-02,-7.534861632078322380e-01
5.367719559110634142e-01,-2.511335071800485652e-01,-4.004524320718064745e-01,-1.950819003894574688e-01,6.711100734656519906e-01
-3.452892448956261795e-01,2.003206594425591680e-01,8.572673184507448862e-01,1.992066030473621241e-01,-2.570144835967548280e-01
2.757403879916628386e-01,-4.014856878152023301e-01,-8.646351341250901879e-01,-9.865419411894379986e-02,7.382354454366410468e-02
2.647615881930609483e-01,3.960866908782568196e-01,5.029677522557902680e-01,-1.805916277909911660e-01,6.981595368460982165e-01
2.936927233635417966e-01,-9.208833046228221964e-01,-1.199792699423449932e-01,1.891384657969333860e-01,1.247001966732234624e-01
4.346884330091809745e-01,2.486866107596474515e-02,-6.677604558880698704e-01,-2.901531039154364167e-01,5.294663971818294179e-01
-5.514782257328888493e-01,2.829163251620102071e-01,1.018652099230443475e-01,1.462405504165843473e-01,-7.642429586986831946e-01
4.383049112785997736e-01,-6.429701199435845504e-01,2.731348874561380091e-01,8.568947322374081965e-02,5.590463997216612579e-01
2.821516160347160018e-01,-1.239407378177381919e-01,7.303801492042063526e-01,3.206908640198248561e-02,6.087245439638326872e-01
2.620592495854764392e-01,-4.606577841827610431e-01,-8.444190958619990361e-01,-6.866827279592163658e-02,3.688379635225694231e-02
5.388270609792827903e-01,-4.029961429397349582e-01,-3.562416766585581596e-01,-1.349464177097014494e-01,6.341457555569878224e-01
-5.288472686359217967e-01,1.913620591278328842e-01,-8.666084042572537449e-02,1.420093105106071674e-01,-8.099533216474205100e-01
4.265006957136108778e-01,-2.188756068375574404e-01,-7.460118355572967763e-01,-2.105889387828450976e-01,4.114720711762159255e-01
-4.224481360706748567e-02,-3.727056592759322995e-01,-8.265369678187798330e-01,3.090541364726384979e-02,-4.185538955776493264e-01
-5.506180631503279077e-01,3.705276563616796137e-01,1.076326623319981968e-01,1.152540845694108862e-01,-7.312049715319881571e-01
4.216462900670638059e-02,-7.965228308931718848e-01,-4.630746934318982766e-01,2.005842644903514937e-01,-3.303048668555655376e-01
4.847558312518714385e-01,1.559679661421761176e-01,-8.809097960823897289e-02,-2.736689351721376950e-01,8.111911432197650429e-01
4.759946454965498508e-01,5.585361814694675409e-02,-5.118486038043539299e-01,-2.959439940505514399e-01,6.486429140655508574e-01
-5.287318337752096031e-01,3.747756256055884139e-02,1.084324492245814370e-01,2.257419813033140765e-01,-8.101364342440328103e-01
4.699499820151996077e-01,4.817719531201038186e-02,-5.437284546508777128e-01,-2.952927687929609024e-01,6.276842522776379107e-01
-4.304708471348437371e-01,2.596407375994369549e-01,-4.635562662343004625e-01,2.084541296296939239e-02,-7.293576584496441750e-01
2.554882971332768649e-01,-5.322228816412873931e-01,-8.063020267185266876e-01,-3.461868168905705978e-02,1.196339722197800257e-02
-3.586980697465540491e-01,7.401717243029726223e-02,8.350269881109463332e-01,2.469830015447122273e-01,-3.280037789718986407e-01
-4.052294820837193945e-01,1.175091585704642061e-01,7.744900634553186780e-01,2.421715997795620134e-01,-4.043497525304128870e-01
-2.390318459316438104e-01,8.632933401074693869e-01,4.184919397768518956e-01,-1.479174685680453571e-01,2.394377561766710891e-02
-2.472283911010104973e-01,4.830220493789246783e-01,8.382484565151891998e-01,5.346912583372567113e-02,-6.957023779593193499e-03
3.303883607238226050e-01,-1.135596617121805152e-01,6.552064574780971373e-01,-3.022918943345206944e-03,6.698082519423785852e-01
2.647073382788402984e-01,-6.825253135877791255e-01,-6.803374101423425024e-01,3.387856472294491217e-02,9.081441865620839757e-03
